Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
658,//cdn2.bulbagarden.net/upload/7/7e/658AMS6.png,greninja-ash-greninja,battle-bond,,,6
659,//cdn2.bulbagarden.net/upload/c/c3/659MS8.png,bunnelby,pickup,cheek-pouch,huge-power,6
660,//cdn2.bulbagarden.net/upload/a/a9/660MS8.png,diggersby,pickup,cheek-pouch,huge-power,6
661,//cdn2.bulbagarden.net/upload/0/03/661MS8.png,fletchling,big-pecks,,gale-wings,6
662,//cdn2.bulbagarden.net/upload/d/d2/662MS8.png,fletchinder,flame-body,,gale-wings,6
663,//cdn2.bulbagarden.net/upload/e/e8/663MS8.png,talonflame,flame-body,,gale-wings,6
664,//cdn2.bulbagarden.net/upload/1/1e/664MS6.png,scatterbug,shield-dust,compound-eyes,friend-guard,6
665,//cdn2.bulbagarden.net/upload/1/15/665MS6.png,spewpa,shed-skin,,friend-guard,6
666,//cdn2.bulbagarden.net/upload/3/31/666MS6.png,vivillon,shield-dust,compound-eyes,friend-guard,6
667,//cdn2.bulbagarden.net/upload/d/d4/667MS6.png,litleo,rivalry,unnerve,moxie,6
668,//cdn2.bulbagarden.net/upload/2/22/668MS6.png,pyroar,rivalry,unnerve,moxie,6
669,//cdn2.bulbagarden.net/upload/f/ff/669MS6.png,flabébé,flower-veil,,symbiosis,6
670,//cdn2.bulbagarden.net/upload/0/03/670MS6.png,floette,flower-veil,,symbiosis,6
670,//cdn2.bulbagarden.net/upload/c/cb/670EMS6.png,floette-eternal-flower,flower-veil,,,6
671,//cdn2.bulbagarden.net/upload/4/44/671MS6.png,florges,flower-veil,,symbiosis,6
672,//cdn2.bulbagarden.net/upload/b/b3/672MS6.png,skiddo,sap-sipper,,grass-pelt,6
673,//cdn2.bulbagarden.net/upload/8/8c/673MS6.png,gogoat,sap-sipper,,grass-pelt,6
674,//cdn2.bulbagarden.net/upload/7/7a/674MS8.png,pancham,iron-fist,mold-breaker,scrappy,6
675,//cdn2.bulbagarden.net/upload/4/4c/675MS8.png,pangoro,iron-fist,mold-breaker,scrappy,6
676,//cdn2.bulbagarden.net/upload/8/80/676MS6.png,furfrou,fur-coat,,,6
677,//cdn2.bulbagarden.net/upload/1/11/677MS8.png,espurr,keen-eye,infiltrator,own-tempo,6
678,//cdn2.bulbagarden.net/upload/4/40/678MS8.png,meowstic-male,keen-eye,infiltrator,prankster,6
678,//cdn2.bulbagarden.net/upload/1/14/678FMS8.png,meowstic-female,keen-eye,infiltrator,competitive,6
679,//cdn2.bulbagarden.net/upload/f/f4/679MS8.png,honedge,no-guard,,,6
680,//cdn2.bulbagarden.net/upload/0/0e/680MS8.png,doublade,no-guard,,,6
681,//cdn2.bulbagarden.net/upload/0/09/681MS8.png,aegislash-shield-forme,stance-change,,,6
681,//cdn2.bulbagarden.net/upload/6/63/681BMS8.png,aegislash-blade-forme,stance-change,,,6
682,//cdn2.bulbagarden.net/upload/1/19/682MS8.png,spritzee,healer,,aroma-veil,6
683,//cdn2.bulbagarden.net/upload/f/f0/683MS8.png,aromatisse,healer,,aroma-veil,6
684,//cdn2.bulbagarden.net/upload/d/df/684MS8.png,swirlix,sweet-veil,,unburden,6
685,//cdn2.bulbagarden.net/upload/3/38/685MS8.png,slurpuff,sweet-veil,,unburden,6
686,//cdn2.bulbagarden.net/upload/7/76/686MS8.png,inkay,contrary,suction-cups,infiltrator,6
687,//cdn2.bulbagarden.net/upload/f/ff/687MS8.png,malamar,contrary,suction-cups,infiltrator,6
688,//cdn2.bulbagarden.net/upload/4/42/688MS8.png,binacle,tough-claws,sniper,pickpocket,6
689,//cdn2.bulbagarden.net/upload/a/a6/689MS8.png,barbaracle,tough-claws,sniper,pickpocket,6
690,//cdn2.bulbagarden.net/upload/5/58/690MS8.png,skrelp,poison-point,poison-touch,adaptability,6
691,//cdn2.bulbagarden.net/upload/d/d8/691MS8.png,dragalge,poison-point,poison-touch,adaptability,6
692,//cdn2.bulbagarden.net/upload/3/39/692MS8.png,clauncher,mega-launcher,,,6
693,//cdn2.bulbagarden.net/upload/9/9b/693MS8.png,clawitzer,mega-launcher,,,6
694,//cdn2.bulbagarden.net/upload/7/72/694MS8.png,helioptile,dry-skin,sand-veil,solar-power,6
695,//cdn2.bulbagarden.net/upload/5/57/695MS8.png,heliolisk,dry-skin,sand-veil,solar-power,6
696,//cdn2.bulbagarden.net/upload/b/bf/696MS8.png,tyrunt,strong-jaw,,sturdy,6
697,//cdn2.bulbagarden.net/upload/e/e1/697MS8.png,tyrantrum,strong-jaw,,rock-head,6
698,//cdn2.bulbagarden.net/upload/8/8b/698MS8.png,amaura,refrigerate,,snow-warning,6
699,//cdn2.bulbagarden.net/upload/4/40/699MS8.png,aurorus,refrigerate,,snow-warning,6
701,//cdn2.bulbagarden.net/upload/6/6b/701MS8.png,hawlucha,limber,unburden,mold-breaker,6
702,//cdn2.bulbagarden.net/upload/d/d7/702MS8.png,dedenne,cheek-pouch,pickup,plus,6
703,//cdn2.bulbagarden.net/upload/7/73/703MS8.png,carbink,clear-body,,sturdy,6
704,//cdn2.bulbagarden.net/upload/c/cd/704MS8.png,goomy,sap-sipper,hydration,gooey,6
705,//cdn2.bulbagarden.net/upload/5/50/705MS8.png,sliggoo,sap-sipper,hydration,gooey,6
706,//cdn2.bulbagarden.net/upload/7/72/706MS8.png,goodra,sap-sipper,hydration,gooey,6
707,//cdn2.bulbagarden.net/upload/2/24/707MS8.png,klefki,prankster,,magician,6
708,//cdn2.bulbagarden.net/upload/f/fb/708MS8.png,phantump,natural-cure,frisk,harvest,6
709,//cdn2.bulbagarden.net/upload/9/97/709MS8.png,trevenant,natural-cure,frisk,harvest,6
710,//cdn2.bulbagarden.net/upload/a/aa/710MS8.png,pumpkaboo,pickup,frisk,insomnia,6
711,//cdn2.bulbagarden.net/upload/f/f6/711MS8.png,gourgeist,pickup,frisk,insomnia,6
712,//cdn2.bulbagarden.net/upload/2/22/712MS8.png,bergmite,own-tempo,ice-body,sturdy,6
713,//cdn2.bulbagarden.net/upload/6/6a/713MS8.png,avalugg,own-tempo,ice-body,sturdy,6
714,//cdn2.bulbagarden.net/upload/2/22/714MS8.png,noibat,frisk,infiltrator,telepathy,6
715,//cdn2.bulbagarden.net/upload/e/e6/715MS8.png,noivern,frisk,infiltrator,telepathy,6
716,//cdn2.bulbagarden.net/upload/2/2f/716MS8.png,xerneas,fairy-aura,,,6
717,//cdn2.bulbagarden.net/upload/2/2a/717MS8.png,yveltal,dark-aura,,,6
718,//cdn2.bulbagarden.net/upload/0/05/718MS8.png,zygarde50%-forme,aura-break,power-construct,,6
718,//cdn2.bulbagarden.net/upload/6/67/718TMS8.png,zygarde10%-forme,aura-break,power-construct,,6
718,//cdn2.bulbagarden.net/upload/2/25/718CMS8.png,zygarde-complete-forme,power-construct,,,6
719,//cdn2.bulbagarden.net/upload/0/0e/719MS8.png,diancie,clear-body,,,6
719,//cdn2.bulbagarden.net/upload/e/ee/719MMS6.png,diancie-mega-diancie,magic-bounce,,,6
720,//cdn2.bulbagarden.net/upload/c/c1/720MS6.png,hoopa-hoopa-confined,magician,,,6
720,//cdn2.bulbagarden.net/upload/c/cd/720UMS6.png,hoopa-hoopa-unbound,magician,,,6
721,//cdn2.bulbagarden.net/upload/d/d4/721MS8.png,volcanion,water-absorb,,,6
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
722,//cdn2.bulbagarden.net/upload/d/d1/722MS8.png,rowlet,overgrow,,long-reach,7
723,//cdn2.bulbagarden.net/upload/a/ad/723MS8.png,dartrix,overgrow,,long-reach,7
724,//cdn2.bulbagarden.net/upload/e/ec/724MS8.png,decidueye,overgrow,,long-reach,7
725,//cdn2.bulbagarden.net/upload/8/85/725MS8.png,litten,blaze,,intimidate,7
726,//cdn2.bulbagarden.net/upload/b/b9/726MS8.png,torracat,blaze,,intimidate,7
727,//cdn2.bulbagarden.net/upload/a/ac/727MS8.png,incineroar,blaze,,intimidate,7
728,//cdn2.bulbagarden.net/upload/0/04/728MS8.png,popplio,torrent,,liquid-voice,7
729,//cdn2.bulbagarden.net/upload/b/bf/729MS8.png,brionne,torrent,,liquid-voice,7
730,//cdn2.bulbagarden.net/upload/e/e9/730MS8.png,primarina,torrent,,liquid-voice,7
731,//cdn2.bulbagarden.net/upload/0/06/731MS6.png,pikipek,keen-eye,skill-link,pickup,7
732,//cdn2.bulbagarden.net/upload/5/55/732MS6.png,trumbeak,keen-eye,skill-link,pickup,7
733,//cdn2.bulbagarden.net/upload/5/56/733MS6.png,toucannon,keen-eye,skill-link,sheer-force,7
734,//cdn2.bulbagarden.net/upload/0/0f/734MS6.png,yungoos,stakeout,strong-jaw,adaptability,7
735,//cdn2.bulbagarden.net/upload/f/f5/735MS6.png,gumshoos,stakeout,strong-jaw,adaptability,7
736,//cdn2.bulbagarden.net/upload/3/30/736MS8.png,grubbin,swarm,,,7
737,//cdn2.bulbagarden.net/upload/7/77/737MS8.png,charjabug,battery,,,7
738,//cdn2.bulbagarden.net/upload/4/48/738MS8.png,vikavolt,levitate,,,7
739,//cdn2.bulbagarden.net/upload/8/88/739MS6.png,crabrawler,hyper-cutter,iron-fist,anger-point,7
740,//cdn2.bulbagarden.net/upload/7/7a/740MS6.png,crabominable,hyper-cutter,iron-fist,anger-point,7
741,//cdn2.bulbagarden.net/upload/7/75/741MS6.png,oricorio-baile-style,dancer,,,7
741,//cdn2.bulbagarden.net/upload/b/b5/741PoMS6.png,oricorio-pom-pom-style,dancer,,,7
741,//cdn2.bulbagarden.net/upload/7/71/741PaMS6.png,oricorio-pau-style,dancer,,,7
741,//cdn2.bulbagarden.net/upload/9/96/741SeMS6.png,oricorio-sensu-style,dancer,,,7
742,//cdn2.bulbagarden.net/upload/a/af/742MS8.png,cutiefly,honey-gather,shield-dust,sweet-veil,7
743,//cdn2.bulbagarden.net/upload/e/ed/743MS8.png,ribombee,honey-gather,shield-dust,sweet-veil,7
744,//cdn2.bulbagarden.net/upload/b/bd/744MS8.png,rockruff,keen-eye,vital-spirit,steadfast,7
744,//cdn2.bulbagarden.net/upload/b/bd/744MS8.png,rockruff-event,own-tempo,,,7
745,//cdn2.bulbagarden.net/upload/b/bf/745MS8.png,lycanroc-midday-form,keen-eye,sand-rush,steadfast,7
745,//cdn2.bulbagarden.net/upload/8/8e/745MnMS8.png,lycanroc-midnight-form,keen-eye,vital-spirit,no-guard,7
745,//cdn2.bulbagarden.net/upload/f/fa/745DMS8.png,lycanroc-dusk-form,tough-claws,,,7
746,//cdn2.bulbagarden.net/upload/2/21/746MS8.png,wishiwashi-solo-form,schooling,,,7
746,//cdn2.bulbagarden.net/upload/e/e5/746ScMS8.png,wishiwashi-school-form,schooling,,,7
747,//cdn2.bulbagarden.net/upload/6/69/747MS8.png,mareanie,merciless,limber,regenerator,7
748,//cdn2.bulbagarden.net/upload/3/3f/748MS8.png,toxapex,merciless,limber,regenerator,7
749,//cdn2.bulbagarden.net/upload/5/5e/749MS8.png,mudbray,own-tempo,stamina,inner-focus,7
750,//cdn2.bulbagarden.net/upload/6/6b/750MS8.png,mudsdale,own-tempo,stamina,inner-focus,7
751,//cdn2.bulbagarden.net/upload/b/bb/751MS8.png,dewpider,water-bubble,,water-absorb,7
752,//cdn2.bulbagarden.net/upload/0/06/752MS8.png,araquanid,water-bubble,,water-absorb,7
753,//cdn2.bulbagarden.net/upload/4/4a/753MS8.png,fomantis,leaf-guard,,contrary,7
754,//cdn2.bulbagarden.net/upload/8/8f/754MS8.png,lurantis,leaf-guard,,contrary,7
755,//cdn2.bulbagarden.net/upload/1/19/755MS8.png,morelull,illuminate,effect-spore,rain-dish,7
756,//cdn2.bulbagarden.net/upload/3/31/756MS8.png,shiinotic,illuminate,effect-spore,rain-dish,7
757,//cdn2.bulbagarden.net/upload/8/84/757MS8.png,salandit,corrosion,,oblivious,7
758,//cdn2.bulbagarden.net/upload/6/65/758MS8.png,salazzle,corrosion,,oblivious,7
759,//cdn2.bulbagarden.net/upload/f/f3/759MS8.png,stufful,fluffy,klutz,cute-charm,7
760,//cdn2.bulbagarden.net/upload/c/cd/760MS8.png,bewear,fluffy,klutz,unnerve,7
761,//cdn2.bulbagarden.net/upload/7/72/761MS8.png,bounsweet,leaf-guard,oblivious,sweet-veil,7
762,//cdn2.bulbagarden.net/upload/7/73/762MS8.png,steenee,leaf-guard,oblivious,sweet-veil,7
763,//cdn2.bulbagarden.net/upload/f/ff/763MS8.png,tsareena,leaf-guard,queenly-majesty,sweet-veil,7
764,//cdn2.bulbagarden.net/upload/e/ea/764MS8.png,comfey,flower-veil,triage,natural-cure,7
765,//cdn2.bulbagarden.net/upload/a/ad/765MS8.png,oranguru,inner-focus,telepathy,symbiosis,7
766,//cdn2.bulbagarden.net/upload/e/e0/766MS8.png,passimian,receiver,,defiant,7
767,//cdn2.bulbagarden.net/upload/8/8f/767MS8.png,wimpod,wimp-out,,,7
768,//cdn2.bulbagarden.net/upload/e/ed/768MS8.png,golisopod,emergency-exit,,,7
769,//cdn2.bulbagarden.net/upload/5/54/769MS8.png,sandygast,water-compaction,,sand-veil,7
770,//cdn2.bulbagarden.net/upload/6/67/770MS8.png,palossand,water-compaction,,sand-veil,7
771,//cdn2.bulbagarden.net/upload/d/de/771MS8.png,pyukumuku,innards-out,,unaware,7
772,//cdn2.bulbagarden.net/upload/0/05/772MS8.png,type:-null,battle-armor,,,7
773,//cdn2.bulbagarden.net/upload/9/97/773MS8.png,silvally,rks-system,,,7
774,//cdn2.bulbagarden.net/upload/0/00/774MS6.png,minior-meteor-form,shields-down,,,7
774,//cdn2.bulbagarden.net/upload/9/9d/774RMS6.png,minior-core,shields-down,,,7
775,//cdn2.bulbagarden.net/upload/f/fb/775MS6.png,komala,comatose,,,7
776,//cdn2.bulbagarden.net/upload/6/63/776MS8.png,turtonator,shell-armor,,,7
777,//cdn2.bulbagarden.net/upload/a/a6/777MS8.png,togedemaru,iron-barbs,lightning-rod,sturdy,7
778,//cdn2.bulbagarden.net/upload/b/b3/778MS8.png,mimikyu-disguised-form,disguise,,,7
778,//cdn2.bulbagarden.net/upload/b/b3/778MS8.png,mimikyu-busted-form,disguise,,,7
779,//cdn2.bulbagarden.net/upload/8/8a/779MS6.png,bruxish,dazzling,strong-jaw,wonder-skin,7
780,//cdn2.bulbagarden.net/upload/2/2f/780MS8.png,drampa,berserk,sap-sipper,cloud-nine,7
781,//cdn2.bulbagarden.net/upload/2/25/781MS8.png,dhelmise,steelworker,,,7
782,//cdn2.bulbagarden.net/upload/b/b9/782MS8.png,jangmo-o,bulletproof,soundproof,overcoat,7
783,//cdn2.bulbagarden.net/upload/8/8a/783MS8.png,hakamo-o,bulletproof,soundproof,overcoat,7
784,//cdn2.bulbagarden.net/upload/2/2a/784MS8.png,kommo-o,bulletproof,soundproof,overcoat,7
785,//cdn2.bulbagarden.net/upload/5/55/785MS8.png,tapu-koko,electric-surge,,telepathy,7
786,//cdn2.bulbagarden.net/upload/c/c7/786MS8.png,tapu-lele,psychic-surge,,telepathy,7
787,//cdn2.bulbagarden.net/upload/5/5f/787MS8.png,tapu-bulu,grassy-surge,,telepathy,7
788,//cdn2.bulbagarden.net/upload/1/19/788MS8.png,tapu-fini,misty-surge,,telepathy,7
789,//cdn2.bulbagarden.net/upload/5/55/789MS8.png,cosmog,unaware,,,7
790,//cdn2.bulbagarden.net/upload/2/2b/790MS8.png,cosmoem,sturdy,,,7
791,//cdn2.bulbagarden.net/upload/e/e6/791MS8.png,solgaleo,full-metal-body,,,7
792,//cdn2.bulbagarden.net/upload/2/25/792MS8.png,lunala,shadow-shield,,,7
793,//cdn2.bulbagarden.net/upload/3/39/793MS8.png,nihilego,beast-boost,,,7
794,//cdn2.bulbagarden.net/upload/7/7b/794MS8.png,buzzwole,beast-boost,,,7
795,//cdn2.bulbagarden.net/upload/b/bc/795MS8.png,pheromosa,beast-boost,,,7
796,//cdn2.bulbagarden.net/upload/7/7e/796MS8.png,xurkitree,beast-boost,,,7
797,//cdn2.bulbagarden.net/upload/e/e2/797MS8.png,celesteela,beast-boost,,,7
798,//cdn2.bulbagarden.net/upload/d/d5/798MS8.png,kartana,beast-boost,,,7
799,//cdn2.bulbagarden.net/upload/d/dd/799MS8.png,guzzlord,beast-boost,,,7
800,//cdn2.bulbagarden.net/upload/f/f6/800MS8.png,necrozma,prism-armor,,,7
800,//cdn2.bulbagarden.net/upload/6/63/800DMMS8.png,necrozma-dusk-mane-necrozma,prism-armor,,,7
800,//cdn2.bulbagarden.net/upload/e/ef/800DWMS8.png,necrozma-dawn-wings-necrozma,prism-armor,,,7
800,//cdn2.bulbagarden.net/upload/c/c6/800UMS6.png,necrozma-ultra-necrozma,neuroforce,,,7
801,//cdn2.bulbagarden.net/upload/c/c0/801MS8.png,magearna,soul-heart,,,7
802,//cdn2.bulbagarden.net/upload/d/d2/802MS8.png,marshadow,technician,,,7
803,//cdn2.bulbagarden.net/upload/4/49/803MS8.png,poipole,beast-boost,,,7
804,//cdn2.bulbagarden.net/upload/6/67/804MS8.png,naganadel,beast-boost,,,7
805,//cdn2.bulbagarden.net/upload/a/ac/805MS8.png,stakataka,beast-boost,,,7
806,//cdn2.bulbagarden.net/upload/0/07/806MS8.png,blacephalon,beast-boost,,,7
807,//cdn2.bulbagarden.net/upload/0/05/807MS8.png,zeraora,volt-absorb,,,7
808,//cdn2.bulbagarden.net/upload/2/2f/808MS8.png,meltan,magnet-pull,,,7
809,//cdn2.bulbagarden.net/upload/9/97/809MS8.png,melmetal,iron-fist,,,7
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
810,//cdn2.bulbagarden.net/upload/e/ec/810MS8.png,grookey,overgrow,,grassy-surge,8
811,//cdn2.bulbagarden.net/upload/6/69/811MS8.png,thwackey,overgrow,,grassy-surge,8
812,//cdn2.bulbagarden.net/upload/e/e8/812MS8.png,rillaboom,overgrow,,grassy-surge,8
813,//cdn2.bulbagarden.net/upload/d/df/813MS8.png,scorbunny,blaze,,libero,8
814,//cdn2.bulbagarden.net/upload/5/5f/814MS8.png,raboot,blaze,,libero,8
815,//cdn2.bulbagarden.net/upload/b/bb/815MS8.png,cinderace,blaze,,libero,8
816,//cdn2.bulbagarden.net/upload/c/ce/816MS8.png,sobble,torrent,,sniper,8
817,//cdn2.bulbagarden.net/upload/7/7a/817MS8.png,drizzile,torrent,,sniper,8
818,//cdn2.bulbagarden.net/upload/4/48/818MS8.png,inteleon,torrent,,sniper,8
819,//cdn2.bulbagarden.net/upload/5/5d/819MS8.png,skwovet,cheek-pouch,,gluttony,8
820,//cdn2.bulbagarden.net/upload/9/9c/820MS8.png,greedent,cheek-pouch,,gluttony,8
821,//cdn2.bulbagarden.net/upload/f/f8/821MS8.png,rookidee,keen-eye,unnerve,big-pecks,8
822,//cdn2.bulbagarden.net/upload/8/85/822MS8.png,corvisquire,keen-eye,unnerve,big-pecks,8
823,//cdn2.bulbagarden.net/upload/e/eb/823MS8.png,corviknight,pressure,unnerve,mirror-armor,8
824,//cdn2.bulbagarden.net/upload/1/15/824MS8.png,blipbug,swarm,compound-eyes,telepathy,8
825,//cdn2.bulbagarden.net/upload/1/1e/825MS8.png,dottler,swarm,compound-eyes,telepathy,8
826,//cdn2.bulbagarden.net/upload/6/69/826MS8.png,orbeetle,swarm,frisk,telepathy,8
827,//cdn2.bulbagarden.net/upload/5/50/827MS8.png,nickit,run-away,unburden,stakeout,8
828,//cdn2.bulbagarden.net/upload/9/9d/828MS8.png,thievul,run-away,unburden,stakeout,8
829,//cdn2.bulbagarden.net/upload/4/48/829MS8.png,gossifleur,cotton-down,regenerator,effect-spore,8
830,//cdn2.bulbagarden.net/upload/9/95/830MS8.png,eldegoss,cotton-down,regenerator,effect-spore,8
831,//cdn2.bulbagarden.net/upload/1/15/831MS8.png,wooloo,fluffy,run-away,bulletproof,8
832,//cdn2.bulbagarden.net/upload/f/fb/832MS8.png,dubwool,fluffy,steadfast,bulletproof,8
833,//cdn2.bulbagarden.net/upload/f/fc/833MS8.png,chewtle,strong-jaw,shell-armor,swift-swim,8
834,//cdn2.bulbagarden.net/upload/4/41/834MS8.png,drednaw,strong-jaw,shell-armor,swift-swim,8
835,//cdn2.bulbagarden.net/upload/b/ba/835MS8.png,yamper,ball-fetch,,rattled,8
836,//cdn2.bulbagarden.net/upload/9/9d/836MS8.png,boltund,strong-jaw,,competitive,8
837,//cdn2.bulbagarden.net/upload/2/2a/837MS8.png,rolycoly,steam-engine,heatproof,flash-fire,8
838,//cdn2.bulbagarden.net/upload/6/6c/838MS8.png,carkol,steam-engine,flame-body,flash-fire,8
839,//cdn2.bulbagarden.net/upload/6/6b/839MS8.png,coalossal,steam-engine,flame-body,flash-fire,8
840,//cdn2.bulbagarden.net/upload/9/97/840MS8.png,applin,ripen,gluttony,bulletproof,8
841,//cdn2.bulbagarden.net/upload/8/8e/841MS8.png,flapple,ripen,gluttony,hustle,8
842,//cdn2.bulbagarden.net/upload/9/9e/842MS8.png,appletun,ripen,gluttony,thick-fat,8
843,//cdn2.bulbagarden.net/upload/6/62/843MS8.png,silicobra,sand-spit,shed-skin,sand-veil,8
844,//cdn2.bulbagarden.net/upload/0/0b/844MS8.png,sandaconda,sand-spit,shed-skin,sand-veil,8
845,//cdn2.bulbagarden.net/upload/f/fd/845MS8.png,cramorant,gulp-missile,,,8
845,//cdn2.bulbagarden.net/upload/1/13/845GuMS8.png,cramorant-gulping-form,gulp-missile,,,8
845,//cdn2.bulbagarden.net/upload/4/43/845GoMS8.png,cramorant-gorging-form,gulp-missile,,,8
846,//cdn2.bulbagarden.net/upload/b/bd/846MS8.png,arrokuda,swift-swim,,propeller-tail,8
847,//cdn2.bulbagarden.net/upload/3/3d/847MS8.png,barraskewda,swift-swim,,propeller-tail,8
848,//cdn2.bulbagarden.net/upload/5/5b/848MS8.png,toxel,rattled,static,klutz,8
849,//cdn2.bulbagarden.net/upload/5/52/849MS8.png,toxtricity-amped-form,punk-rock,plus,technician,8
849,//cdn2.bulbagarden.net/upload/8/83/849LMS8.png,toxtricity-low-key-form,punk-rock,minus,technician,8
850,//cdn2.bulbagarden.net/upload/d/d3/850MS8.png,sizzlipede,flash-fire,white-smoke,flame-body,8
851,//cdn2.bulbagarden.net/upload/8/82/851MS8.png,centiskorch,flash-fire,white-smoke,flame-body,8
852,//cdn2.bulbagarden.net/upload/4/45/852MS8.png,clobbopus,limber,,technician,8
853,//cdn2.bulbagarden.net/upload/c/cb/853MS8.png,grapploct,limber,,technician,8
854,//cdn2.bulbagarden.net/upload/7/75/854MS8.png,sinistea,weak-armor,,cursed-body,8
855,//cdn2.bulbagarden.net/upload/4/4b/855MS8.png,polteageist,weak-armor,,cursed-body,8
856,//cdn2.bulbagarden.net/upload/f/fe/856MS8.png,hatenna,healer,anticipation,magic-bounce,8
857,//cdn2.bulbagarden.net/upload/8/82/857MS8.png,hattrem,healer,anticipation,magic-bounce,8
858,//cdn2.bulbagarden.net/upload/7/77/858MS8.png,hatterene,healer,anticipation,magic-bounce,8
859,//cdn2.bulbagarden.net/upload/7/73/859MS8.png,impidimp,prankster,frisk,pickpocket,8
860,//cdn2.bulbagarden.net/upload/3/30/860MS8.png,morgrem,prankster,frisk,pickpocket,8
861,//cdn2.bulbagarden.net/upload/5/54/861MS8.png,grimmsnarl,prankster,frisk,pickpocket,8
868,//cdn2.bulbagarden.net/upload/2/26/868MS8.png,milcery,sweet-veil,,aroma-veil,8
869,//cdn2.bulbagarden.net/upload/9/98/869MS8.png,alcremie,sweet-veil,,aroma-veil,8
870,//cdn2.bulbagarden.net/upload/b/b6/870MS8.png,falinks,battle-armor,,defiant,8
871,//cdn2.bulbagarden.net/upload/f/f7/871MS8.png,pincurchin,lightning-rod,,electric-surge,8
872,//cdn2.bulbagarden.net/upload/1/1b/872MS8.png,snom,shield-dust,,ice-scales,8
873,//cdn2.bulbagarden.net/upload/e/e5/873MS8.png,frosmoth,shield-dust,,ice-scales,8
874,//cdn2.bulbagarden.net/upload/b/b6/874MS8.png,stonjourner,power-spot,,,8
875,//cdn2.bulbagarden.net/upload/3/3b/875MS8.png,eiscue-ice-face,ice-face,,,8
875,//cdn2.bulbagarden.net/upload/c/c7/875NMS8.png,eiscue-noice-face,ice-face,,,8
876,//cdn2.bulbagarden.net/upload/5/57/876MS8.png,indeedee-male,inner-focus,synchronize,psychic-surge,8
876,//cdn2.bulbagarden.net/upload/a/a2/876FMS8.png,indeedee-female,own-tempo,synchronize,psychic-surge,8
877,//cdn2.bulbagarden.net/upload/0/03/877MS8.png,morpeko-full-belly-mode,hunger-switch,,,8
877,//cdn2.bulbagarden.net/upload/4/4a/877HMS8.png,morpeko-hangry-mode,hunger-switch,,,8
878,//cdn2.bulbagarden.net/upload/9/9d/878MS8.png,cufant,sheer-force,,heavy-metal,8
879,//cdn2.bulbagarden.net/upload/f/f5/879MS8.png,copperajah,sheer-force,,heavy-metal,8
880,//cdn2.bulbagarden.net/upload/c/cd/880MS8.png,dracozolt,volt-absorb,hustle,sand-rush,8
881,//cdn2.bulbagarden.net/upload/c/c7/881MS8.png,arctozolt,volt-absorb,static,slush-rush,8
882,//cdn2.bulbagarden.net/upload/e/eb/882MS8.png,dracovish,water-absorb,strong-jaw,sand-rush,8
883,//cdn2.bulbagarden.net/upload/c/c8/883MS8.png,arctovish,water-absorb,ice-body,slush-rush,8
884,//cdn2.bulbagarden.net/upload/1/14/884MS8.png,duraludon,light-metal,heavy-metal,stalwart,8
885,//cdn2.bulbagarden.net/upload/0/06/885MS8.png,dreepy,clear-body,infiltrator,cursed-body,8
886,//cdn2.bulbagarden.net/upload/f/f3/886MS8.png,drakloak,clear-body,infiltrator,cursed-body,8
887,//cdn2.bulbagarden.net/upload/6/67/887MS8.png,dragapult,clear-body,infiltrator,cursed-body,8
888,//cdn2.bulbagarden.net/upload/6/6e/888MS8.png,zacian-hero-of-many-battles,intrepid-sword,,,8
888,//cdn2.bulbagarden.net/upload/7/7d/888CMS8.png,zacian-crowned-sword,intrepid-sword,,,8
889,//cdn2.bulbagarden.net/upload/d/d1/889MS8.png,zamazenta-hero-of-many-battles,dauntless-shield,,,8
889,//cdn2.bulbagarden.net/upload/9/92/889CMS8.png,zamazenta-crowned-shield,dauntless-shield,,,8
890,//cdn2.bulbagarden.net/upload/8/80/890MS8.png,eternatus,pressure,,,8
890,//cdn2.bulbagarden.net/upload/3/30/890EMS8.png,eternatus-eternamax-eternatus,pressure,,,8
891,//cdn2.bulbagarden.net/upload/9/9f/891MS8.png,kubfu,inner-focus,,,8
892,//cdn2.bulbagarden.net/upload/a/a7/892MS8.png,urshifu-single-strike-style,unseen-fist,,,8
892,//cdn2.bulbagarden.net/upload/a/a7/892MS8.png,urshifu-rapid-strike-style,unseen-fist,,,8
893,//cdn2.bulbagarden.net/upload/6/62/893MS8.png,zarude,leaf-guard,,,8
894,//cdn2.bulbagarden.net/upload/e/e3/894MS8.png,regieleki,transistor,,,8
895,//cdn2.bulbagarden.net/upload/4/43/895MS8.png,regidrago,dragons-maw,,,8
896,//cdn2.bulbagarden.net/upload/6/68/896MS8.png,glastrier,chilling-neigh,,,8
897,//cdn2.bulbagarden.net/upload/3/34/897MS8.png,spectrier,grim-neigh,,,8
898,//cdn2.bulbagarden.net/upload/8/87/898MS8.png,calyrex,unnerve,,,8
898,//cdn2.bulbagarden.net/upload/e/ed/898IMS8.png,calyrex-ice-rider-calyrex,as-one,,,8
898,//cdn2.bulbagarden.net/upload/c/c4/898SMS8.png,calyrex-shadow-rider-calyrex,as-one,,,8
