Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
617,//cdn2.bulbagarden.net/upload/2/2d/617MS8.png,Accelgor,Hydration,Sticky Hold,Unburden,5
618,//cdn2.bulbagarden.net/upload/b/b4/618MS8.png,Stunfisk,Static,Limber,Sand Veil,5
618,//cdn2.bulbagarden.net/upload/7/76/618GMS8.png,Stunfisk (Galarian Stunfisk),Mimicry,,,8
619,//cdn2.bulbagarden.net/upload/f/fa/619MS8.png,Mienfoo,Inner Focus,Regenerator,Reckless,5
620,//cdn2.bulbagarden.net/upload/d/df/620MS8.png,Mienshao,Inner Focus,Regenerator,Reckless,5
621,//cdn2.bulbagarden.net/upload/b/b0/621MS8.png,Druddigon,Rough Skin,Sheer Force,Mold Breaker,5
622,//cdn2.bulbagarden.net/upload/d/d2/622MS8.png,Golett,Iron Fist,Klutz,No Guard,5
623,//cdn2.bulbagarden.net/upload/a/ab/623MS8.png,Golurk,Iron Fist,Klutz,No Guard,5
624,//cdn2.bulbagarden.net/upload/e/e9/624MS8.png,Pawniard,Defiant,Inner Focus,Pressure,5
625,//cdn2.bulbagarden.net/upload/f/fb/625MS8.png,Bisharp,Defiant,Inner Focus,Pressure,5
626,//cdn2.bulbagarden.net/upload/b/b1/626MS8.png,Bouffalant,Reckless,Sap Sipper,Soundproof,5
627,//cdn2.bulbagarden.net/upload/f/f5/627MS8.png,Rufflet,Keen Eye,Sheer Force,Hustle,5
628,//cdn2.bulbagarden.net/upload/8/88/628MS8.png,Braviary,Keen Eye,Sheer Force,Defiant,5
629,//cdn2.bulbagarden.net/upload/1/19/629MS8.png,Vullaby,Big Pecks,Overcoat,Weak Armor,5
630,//cdn2.bulbagarden.net/upload/6/65/630MS8.png,Mandibuzz,Big Pecks,Overcoat,Weak Armor,5
631,//cdn2.bulbagarden.net/upload/f/f9/631MS8.png,Heatmor,Gluttony,Flash Fire,White Smoke,5
632,//cdn2.bulbagarden.net/upload/9/9e/632MS8.png,Durant,Swarm,Hustle,Truant,5
633,//cdn2.bulbagarden.net/upload/6/66/633MS8.png,Deino,Hustle,,,5
634,//cdn2.bulbagarden.net/upload/0/0a/634MS8.png,Zweilous,Hustle,,,5
635,//cdn2.bulbagarden.net/upload/6/67/635MS8.png,Hydreigon,Levitate,,,5
636,//cdn2.bulbagarden.net/upload/9/93/636MS8.png,Larvesta,Flame Body,,Swarm,5
637,//cdn2.bulbagarden.net/upload/f/fb/637MS8.png,Volcarona,Flame Body,,Swarm,5
638,//cdn2.bulbagarden.net/upload/e/e7/638MS8.png,Cobalion,Justified,,,5
639,//cdn2.bulbagarden.net/upload/5/55/639MS8.png,Terrakion,Justified,,,5
640,//cdn2.bulbagarden.net/upload/0/06/640MS8.png,Virizion,Justified,,,5
641,//cdn2.bulbagarden.net/upload/3/37/641MS8.png,Tornadus (Incarnate Forme),Prankster,,Defiant,5
641,//cdn2.bulbagarden.net/upload/e/e0/641TMS8.png,Tornadus (Therian Forme),Regenerator,,,5
642,//cdn2.bulbagarden.net/upload/3/37/642MS8.png,Thundurus (Incarnate Forme),Prankster,,Defiant,5
642,//cdn2.bulbagarden.net/upload/e/ee/642TMS8.png,Thundurus (Therian Forme),Volt Absorb,,,5
643,//cdn2.bulbagarden.net/upload/0/0e/643MS8.png,Reshiram,Turboblaze,,,5
644,//cdn2.bulbagarden.net/upload/5/5e/644MS8.png,Zekrom,Teravolt,,,5
645,//cdn2.bulbagarden.net/upload/7/71/645MS8.png,Landorus (Incarnate Forme),Sand Force,,Sheer Force,5
645,//cdn2.bulbagarden.net/upload/b/b4/645TMS8.png,Landorus (Therian Forme),Intimidate,,,5
646,//cdn2.bulbagarden.net/upload/9/9e/646MS8.png,Kyurem,Pressure,,,5
646,//cdn2.bulbagarden.net/upload/7/73/646BMS8.png,Kyurem (Black Kyurem),Teravolt,,,5
646,//cdn2.bulbagarden.net/upload/b/b5/646WMS8.png,Kyurem (White Kyurem),Turboblaze,,,5
647,//cdn2.bulbagarden.net/upload/2/2e/647MS8.png,Keldeo (Ordinary Forme),Justified,,,5
647,//cdn2.bulbagarden.net/upload/3/31/647RMS8.png,Keldeo (Resolute Forme),Justified,,,5
648,//cdn2.bulbagarden.net/upload/6/6e/648MS6.png,Meloetta (Aria Forme),Serene Grace,,,5
648,//cdn2.bulbagarden.net/upload/8/88/648PMS6.png,Meloetta (Pirouette Forme),Serene Grace,,,5
649,//cdn2.bulbagarden.net/upload/c/ca/649MS8.png,Genesect,Download,,,5
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
650,//cdn2.bulbagarden.net/upload/2/27/650MS6.png,Chespin,Overgrow,,Bulletproof,6
651,//cdn2.bulbagarden.net/upload/b/b0/651MS6.png,Quilladin,Overgrow,,Bulletproof,6
652,//cdn2.bulbagarden.net/upload/8/8f/652MS6.png,Chesnaught,Overgrow,,Bulletproof,6
653,//cdn2.bulbagarden.net/upload/5/50/653MS6.png,Fennekin,Blaze,,Magician,6
654,//cdn2.bulbagarden.net/upload/6/6d/654MS6.png,Braixen,Blaze,,Magician,6
655,//cdn2.bulbagarden.net/upload/9/97/655MS6.png,Delphox,Blaze,,Magician,6
656,//cdn2.bulbagarden.net/upload/7/7c/656MS6.png,Froakie,Torrent,,Protean,6
657,//cdn2.bulbagarden.net/upload/0/00/657MS6.png,Frogadier,Torrent,,Protean,6
658,//cdn2.bulbagarden.net/upload/c/cd/658MS6.png,Greninja,Torrent,,Protean,6
658,//cdn2.bulbagarden.net/upload/7/7e/658AMS6.png,Greninja (Ash-Greninja),Battle Bond,,,6
659,//cdn2.bulbagarden.net/upload/c/c3/659MS8.png,Bunnelby,Pickup,Cheek Pouch,Huge Power,6
660,//cdn2.bulbagarden.net/upload/a/a9/660MS8.png,Diggersby,Pickup,Cheek Pouch,Huge Power,6
661,//cdn2.bulbagarden.net/upload/0/03/661MS8.png,Fletchling,Big Pecks,,Gale Wings,6
662,//cdn2.bulbagarden.net/upload/d/d2/662MS8.png,Fletchinder,Flame Body,,Gale Wings,6
663,//cdn2.bulbagarden.net/upload/e/e8/663MS8.png,Talonflame,Flame Body,, Gale Wings,6
664,//cdn2.bulbagarden.net/upload/1/1e/664MS6.png,Scatterbug,Shield Dust,Compound Eyes,Friend Guard,6
665,//cdn2.bulbagarden.net/upload/1/15/665MS6.png,Spewpa,Shed Skin,,Friend Guard,6
666,//cdn2.bulbagarden.net/upload/3/31/666MS6.png,Vivillon,Shield Dust,Compound Eyes,Friend Guard,6
667,//cdn2.bulbagarden.net/upload/d/d4/667MS6.png,Litleo,Rivalry,Unnerve,Moxie,6
668,//cdn2.bulbagarden.net/upload/2/22/668MS6.png,Pyroar,Rivalry,Unnerve,Moxie,6
669,//cdn2.bulbagarden.net/upload/f/ff/669MS6.png,Flabébé,Flower Veil,,Symbiosis,6
670,//cdn2.bulbagarden.net/upload/0/03/670MS6.png,Floette,Flower Veil,,Symbiosis,6
670,//cdn2.bulbagarden.net/upload/c/cb/670EMS6.png,Floette (Eternal Flower),Flower Veil,,,6
671,//cdn2.bulbagarden.net/upload/4/44/671MS6.png,Florges,Flower Veil,,Symbiosis,6
672,//cdn2.bulbagarden.net/upload/b/b3/672MS6.png,Skiddo,Sap Sipper,,Grass Pelt,6
673,//cdn2.bulbagarden.net/upload/8/8c/673MS6.png,Gogoat,Sap Sipper,,Grass Pelt,6
674,//cdn2.bulbagarden.net/upload/7/7a/674MS8.png,Pancham,Iron Fist,Mold Breaker,Scrappy,6
675,//cdn2.bulbagarden.net/upload/4/4c/675MS8.png,Pangoro,Iron Fist,Mold Breaker,Scrappy,6
676,//cdn2.bulbagarden.net/upload/8/80/676MS6.png,Furfrou,Fur Coat,,,6
677,//cdn2.bulbagarden.net/upload/1/11/677MS8.png,Espurr,Keen Eye,Infiltrator,Own Tempo,6
678,//cdn2.bulbagarden.net/upload/4/40/678MS8.png,Meowstic (Male),Keen Eye,Infiltrator,Prankster,6
678,//cdn2.bulbagarden.net/upload/1/14/678FMS8.png,Meowstic (Female),Keen Eye,Infiltrator,Competitive,6
679,//cdn2.bulbagarden.net/upload/f/f4/679MS8.png,Honedge,No Guard,,,6
680,//cdn2.bulbagarden.net/upload/0/0e/680MS8.png,Doublade,No Guard,,,6
681,//cdn2.bulbagarden.net/upload/0/09/681MS8.png,Aegislash (Shield Forme),Stance Change,,,6
681,//cdn2.bulbagarden.net/upload/6/63/681BMS8.png,Aegislash (Blade Forme),Stance Change,,,6
682,//cdn2.bulbagarden.net/upload/1/19/682MS8.png,Spritzee,Healer,,Aroma Veil,6
683,//cdn2.bulbagarden.net/upload/f/f0/683MS8.png,Aromatisse,Healer,,Aroma Veil,6
684,//cdn2.bulbagarden.net/upload/d/df/684MS8.png,Swirlix,Sweet Veil,,Unburden,6
685,//cdn2.bulbagarden.net/upload/3/38/685MS8.png,Slurpuff,Sweet Veil,,Unburden,6
686,//cdn2.bulbagarden.net/upload/7/76/686MS8.png,Inkay,Contrary,Suction Cups,Infiltrator,6
687,//cdn2.bulbagarden.net/upload/f/ff/687MS8.png,Malamar,Contrary,Suction Cups,Infiltrator,6
688,//cdn2.bulbagarden.net/upload/4/42/688MS8.png,Binacle,Tough Claws,Sniper,Pickpocket,6
689,//cdn2.bulbagarden.net/upload/a/a6/689MS8.png,Barbaracle,Tough Claws,Sniper,Pickpocket,6
690,//cdn2.bulbagarden.net/upload/5/58/690MS8.png,Skrelp,Poison Point,Poison Touch,Adaptability,6
691,//cdn2.bulbagarden.net/upload/d/d8/691MS8.png,Dragalge,Poison Point,Poison Touch,Adaptability,6
692,//cdn2.bulbagarden.net/upload/3/39/692MS8.png,Clauncher,Mega Launcher,,,6
693,//cdn2.bulbagarden.net/upload/9/9b/693MS8.png,Clawitzer,Mega Launcher,,,6
694,//cdn2.bulbagarden.net/upload/7/72/694MS8.png,Helioptile,Dry Skin,Sand Veil,Solar Power,6
695,//cdn2.bulbagarden.net/upload/5/57/695MS8.png,Heliolisk,Dry Skin,Sand Veil,Solar Power,6
696,//cdn2.bulbagarden.net/upload/b/bf/696MS8.png,Tyrunt,Strong Jaw,,Sturdy,6
697,//cdn2.bulbagarden.net/upload/e/e1/697MS8.png,Tyrantrum,Strong Jaw,,Rock Head,6
698,//cdn2.bulbagarden.net/upload/8/8b/698MS8.png,Amaura,Refrigerate,,Snow Warning,6
699,//cdn2.bulbagarden.net/upload/4/40/699MS8.png,Aurorus,Refrigerate,,Snow Warning,6
701,//cdn2.bulbagarden.net/upload/6/6b/701MS8.png,Hawlucha,Limber,Unburden,Mold Breaker,6
702,//cdn2.bulbagarden.net/upload/d/d7/702MS8.png,Dedenne,Cheek Pouch,Pickup,Plus,6
703,//cdn2.bulbagarden.net/upload/7/73/703MS8.png,Carbink,Clear Body,,Sturdy,6
704,//cdn2.bulbagarden.net/upload/c/cd/704MS8.png,Goomy,Sap Sipper,Hydration,Gooey,6
705,//cdn2.bulbagarden.net/upload/5/50/705MS8.png,Sliggoo,Sap Sipper,Hydration,Gooey,6
706,//cdn2.bulbagarden.net/upload/7/72/706MS8.png,Goodra,Sap Sipper,Hydration,Gooey,6
707,//cdn2.bulbagarden.net/upload/2/24/707MS8.png,Klefki,Prankster,,Magician,6
708,//cdn2.bulbagarden.net/upload/f/fb/708MS8.png,Phantump,Natural Cure,Frisk,Harvest,6
709,//cdn2.bulbagarden.net/upload/9/97/709MS8.png,Trevenant,Natural Cure,Frisk,Harvest,6
710,//cdn2.bulbagarden.net/upload/a/aa/710MS8.png,Pumpkaboo,Pickup,Frisk,Insomnia,6
711,//cdn2.bulbagarden.net/upload/f/f6/711MS8.png,Gourgeist,Pickup,Frisk,Insomnia,6
712,//cdn2.bulbagarden.net/upload/2/22/712MS8.png,Bergmite,Own Tempo,Ice Body,Sturdy,6
713,//cdn2.bulbagarden.net/upload/6/6a/713MS8.png,Avalugg,Own Tempo,Ice Body,Sturdy,6
714,//cdn2.bulbagarden.net/upload/2/22/714MS8.png,Noibat,Frisk,Infiltrator,Telepathy,6
715,//cdn2.bulbagarden.net/upload/e/e6/715MS8.png,Noivern,Frisk,Infiltrator,Telepathy,6
716,//cdn2.bulbagarden.net/upload/2/2f/716MS8.png,Xerneas,Fairy Aura,,,6
717,//cdn2.bulbagarden.net/upload/2/2a/717MS8.png,Yveltal,Dark Aura,,,6
718,//cdn2.bulbagarden.net/upload/0/05/718MS8.png,Zygarde (50% Forme),Aura Break,Power Construct,,6
718,//cdn2.bulbagarden.net/upload/6/67/718TMS8.png,Zygarde (10% Forme),Aura Break,Power Construct,,6
718,//cdn2.bulbagarden.net/upload/2/25/718CMS8.png,Zygarde (Complete Forme),Power Construct,,,6
719,//cdn2.bulbagarden.net/upload/0/0e/719MS8.png,Diancie,Clear Body,,,6
719,//cdn2.bulbagarden.net/upload/e/ee/719MMS6.png,Diancie (Mega Diancie),Magic Bounce,,,6
720,//cdn2.bulbagarden.net/upload/c/c1/720MS6.png,Hoopa (Hoopa Confined),Magician,,,6
720,//cdn2.bulbagarden.net/upload/c/cd/720UMS6.png,Hoopa (Hoopa Unbound),Magician,,,6
721,//cdn2.bulbagarden.net/upload/d/d4/721MS8.png,Volcanion,Water Absorb,,,6
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
722,//cdn2.bulbagarden.net/upload/d/d1/722MS8.png,Rowlet,Overgrow,,Long Reach,7
723,//cdn2.bulbagarden.net/upload/a/ad/723MS8.png,Dartrix,Overgrow,,Long Reach,7
724,//cdn2.bulbagarden.net/upload/e/ec/724MS8.png,Decidueye,Overgrow,,Long Reach,7
725,//cdn2.bulbagarden.net/upload/8/85/725MS8.png,Litten,Blaze,,Intimidate,7
726,//cdn2.bulbagarden.net/upload/b/b9/726MS8.png,Torracat,Blaze,,Intimidate,7
727,//cdn2.bulbagarden.net/upload/a/ac/727MS8.png,Incineroar,Blaze,,Intimidate,7
728,//cdn2.bulbagarden.net/upload/0/04/728MS8.png,Popplio,Torrent,,Liquid Voice,7
729,//cdn2.bulbagarden.net/upload/b/bf/729MS8.png,Brionne,Torrent,,Liquid Voice,7
730,//cdn2.bulbagarden.net/upload/e/e9/730MS8.png,Primarina,Torrent,,Liquid Voice,7
731,//cdn2.bulbagarden.net/upload/0/06/731MS6.png,Pikipek,Keen Eye,Skill Link,Pickup,7
732,//cdn2.bulbagarden.net/upload/5/55/732MS6.png,Trumbeak,Keen Eye,Skill Link,Pickup,7
733,//cdn2.bulbagarden.net/upload/5/56/733MS6.png,Toucannon,Keen Eye,Skill Link,Sheer Force,7
734,//cdn2.bulbagarden.net/upload/0/0f/734MS6.png,Yungoos,Stakeout,Strong Jaw,Adaptability,7
735,//cdn2.bulbagarden.net/upload/f/f5/735MS6.png,Gumshoos,Stakeout,Strong Jaw,Adaptability,7
736,//cdn2.bulbagarden.net/upload/3/30/736MS8.png,Grubbin,Swarm,,,7
737,//cdn2.bulbagarden.net/upload/7/77/737MS8.png,Charjabug,Battery,,,7
738,//cdn2.bulbagarden.net/upload/4/48/738MS8.png,Vikavolt,Levitate,,,7
739,//cdn2.bulbagarden.net/upload/8/88/739MS6.png,Crabrawler,Hyper Cutter,Iron Fist,Anger Point,7
740,//cdn2.bulbagarden.net/upload/7/7a/740MS6.png,Crabominable,Hyper Cutter,Iron Fist,Anger Point,7
741,//cdn2.bulbagarden.net/upload/7/75/741MS6.png,Oricorio (Baile Style),Dancer,,,7
741,//cdn2.bulbagarden.net/upload/b/b5/741PoMS6.png,Oricorio (Pom-Pom Style),Dancer,,,7
741,//cdn2.bulbagarden.net/upload/7/71/741PaMS6.png,Oricorio (Pa'u Style),Dancer,,,7
741,//cdn2.bulbagarden.net/upload/9/96/741SeMS6.png,Oricorio (Sensu Style),Dancer,,,7
742,//cdn2.bulbagarden.net/upload/a/af/742MS8.png,Cutiefly,Honey Gather,Shield Dust,Sweet Veil,7
743,//cdn2.bulbagarden.net/upload/e/ed/743MS8.png,Ribombee,Honey Gather,Shield Dust,Sweet Veil,7
744,//cdn2.bulbagarden.net/upload/b/bd/744MS8.png,Rockruff,Keen Eye,Vital Spirit,Steadfast,7
744,//cdn2.bulbagarden.net/upload/b/bd/744MS8.png,Rockruff (Event),Own Tempo,,,7
745,//cdn2.bulbagarden.net/upload/b/bf/745MS8.png,Lycanroc (Midday Form),Keen Eye,Sand Rush,Steadfast,7
745,//cdn2.bulbagarden.net/upload/8/8e/745MnMS8.png,Lycanroc (Midnight Form),Keen Eye,Vital Spirit,No Guard,7
745,//cdn2.bulbagarden.net/upload/f/fa/745DMS8.png,Lycanroc (Dusk Form),Tough Claws,,,7
746,//cdn2.bulbagarden.net/upload/2/21/746MS8.png,Wishiwashi (Solo Form),Schooling,,,7
746,//cdn2.bulbagarden.net/upload/e/e5/746ScMS8.png,Wishiwashi (School Form),Schooling,,,7
747,//cdn2.bulbagarden.net/upload/6/69/747MS8.png,Mareanie,Merciless,Limber,Regenerator,7
748,//cdn2.bulbagarden.net/upload/3/3f/748MS8.png,Toxapex,Merciless,Limber,Regenerator,7
749,//cdn2.bulbagarden.net/upload/5/5e/749MS8.png,Mudbray,Own Tempo,Stamina,Inner Focus,7
750,//cdn2.bulbagarden.net/upload/6/6b/750MS8.png,Mudsdale,Own Tempo,Stamina,Inner Focus,7
751,//cdn2.bulbagarden.net/upload/b/bb/751MS8.png,Dewpider,Water Bubble,,Water Absorb,7
752,//cdn2.bulbagarden.net/upload/0/06/752MS8.png,Araquanid,Water Bubble,,Water Absorb,7
753,//cdn2.bulbagarden.net/upload/4/4a/753MS8.png,Fomantis,Leaf Guard,,Contrary,7
754,//cdn2.bulbagarden.net/upload/8/8f/754MS8.png,Lurantis,Leaf Guard,,Contrary,7
755,//cdn2.bulbagarden.net/upload/1/19/755MS8.png,Morelull,Illuminate,Effect Spore,Rain Dish,7
756,//cdn2.bulbagarden.net/upload/3/31/756MS8.png,Shiinotic,Illuminate,Effect Spore,Rain Dish,7
757,//cdn2.bulbagarden.net/upload/8/84/757MS8.png,Salandit,Corrosion,,Oblivious,7
758,//cdn2.bulbagarden.net/upload/6/65/758MS8.png,Salazzle,Corrosion,,Oblivious,7
759,//cdn2.bulbagarden.net/upload/f/f3/759MS8.png,Stufful,Fluffy,Klutz,Cute Charm,7
760,//cdn2.bulbagarden.net/upload/c/cd/760MS8.png,Bewear,Fluffy,Klutz,Unnerve,7
761,//cdn2.bulbagarden.net/upload/7/72/761MS8.png,Bounsweet,Leaf Guard,Oblivious,Sweet Veil,7
762,//cdn2.bulbagarden.net/upload/7/73/762MS8.png,Steenee,Leaf Guard,Oblivious,Sweet Veil,7
763,//cdn2.bulbagarden.net/upload/f/ff/763MS8.png,Tsareena,Leaf Guard,Queenly Majesty,Sweet Veil,7
764,//cdn2.bulbagarden.net/upload/e/ea/764MS8.png,Comfey,Flower Veil,Triage,Natural Cure,7
765,//cdn2.bulbagarden.net/upload/a/ad/765MS8.png,Oranguru,Inner Focus,Telepathy,Symbiosis,7
766,//cdn2.bulbagarden.net/upload/e/e0/766MS8.png,Passimian,Receiver,,Defiant,7
767,//cdn2.bulbagarden.net/upload/8/8f/767MS8.png,Wimpod,Wimp Out,,,7
768,//cdn2.bulbagarden.net/upload/e/ed/768MS8.png,Golisopod,Emergency Exit,,,7
769,//cdn2.bulbagarden.net/upload/5/54/769MS8.png,Sandygast,Water Compaction,,Sand Veil,7
770,//cdn2.bulbagarden.net/upload/6/67/770MS8.png,Palossand,Water Compaction,,Sand Veil,7
771,//cdn2.bulbagarden.net/upload/d/de/771MS8.png,Pyukumuku,Innards Out,,Unaware,7
772,//cdn2.bulbagarden.net/upload/0/05/772MS8.png,Type: Null,Battle Armor,,,7
773,//cdn2.bulbagarden.net/upload/9/97/773MS8.png,Silvally,RKS System,,,7
774,//cdn2.bulbagarden.net/upload/0/00/774MS6.png,Minior (Meteor Form),Shields Down,,,7
774,//cdn2.bulbagarden.net/upload/9/9d/774RMS6.png,Minior (Core),Shields Down,,,7
775,//cdn2.bulbagarden.net/upload/f/fb/775MS6.png,Komala,Comatose,,,7
776,//cdn2.bulbagarden.net/upload/6/63/776MS8.png,Turtonator,Shell Armor,,,7
777,//cdn2.bulbagarden.net/upload/a/a6/777MS8.png,Togedemaru,Iron Barbs,Lightning Rod,Sturdy,7
778,//cdn2.bulbagarden.net/upload/b/b3/778MS8.png,Mimikyu (Disguised Form),Disguise,,,7
778,//cdn2.bulbagarden.net/upload/b/b3/778MS8.png,Mimikyu (Busted Form),Disguise,,,7
779,//cdn2.bulbagarden.net/upload/8/8a/779MS6.png,Bruxish,Dazzling,Strong Jaw,Wonder Skin,7
780,//cdn2.bulbagarden.net/upload/2/2f/780MS8.png,Drampa,Berserk,Sap Sipper,Cloud Nine,7
781,//cdn2.bulbagarden.net/upload/2/25/781MS8.png,Dhelmise,Steelworker,,,7
782,//cdn2.bulbagarden.net/upload/b/b9/782MS8.png,Jangmo-o,Bulletproof,Soundproof,Overcoat,7
783,//cdn2.bulbagarden.net/upload/8/8a/783MS8.png,Hakamo-o,Bulletproof,Soundproof,Overcoat,7
784,//cdn2.bulbagarden.net/upload/2/2a/784MS8.png,Kommo-o,Bulletproof,Soundproof,Overcoat,7
785,//cdn2.bulbagarden.net/upload/5/55/785MS8.png,Tapu Koko,Electric Surge,,Telepathy,7
786,//cdn2.bulbagarden.net/upload/c/c7/786MS8.png,Tapu Lele,Psychic Surge,,Telepathy,7
787,//cdn2.bulbagarden.net/upload/5/5f/787MS8.png,Tapu Bulu,Grassy Surge,,Telepathy,7
788,//cdn2.bulbagarden.net/upload/1/19/788MS8.png,Tapu Fini,Misty Surge,,Telepathy,7
789,//cdn2.bulbagarden.net/upload/5/55/789MS8.png,Cosmog,Unaware,,,7
790,//cdn2.bulbagarden.net/upload/2/2b/790MS8.png,Cosmoem,Sturdy,,,7
791,//cdn2.bulbagarden.net/upload/e/e6/791MS8.png,Solgaleo,Full Metal Body,,,7
792,//cdn2.bulbagarden.net/upload/2/25/792MS8.png,Lunala,Shadow Shield,,,7
793,//cdn2.bulbagarden.net/upload/3/39/793MS8.png,Nihilego,Beast Boost,,,7
794,//cdn2.bulbagarden.net/upload/7/7b/794MS8.png,Buzzwole,Beast Boost,,,7
795,//cdn2.bulbagarden.net/upload/b/bc/795MS8.png,Pheromosa,Beast Boost,,,7
796,//cdn2.bulbagarden.net/upload/7/7e/796MS8.png,Xurkitree,Beast Boost,,,7
797,//cdn2.bulbagarden.net/upload/e/e2/797MS8.png,Celesteela,Beast Boost,,,7
798,//cdn2.bulbagarden.net/upload/d/d5/798MS8.png,Kartana,Beast Boost,,,7
799,//cdn2.bulbagarden.net/upload/d/dd/799MS8.png,Guzzlord,Beast Boost,,,7
800,//cdn2.bulbagarden.net/upload/f/f6/800MS8.png,Necrozma,Prism Armor,,,7
800,//cdn2.bulbagarden.net/upload/6/63/800DMMS8.png,Necrozma (Dusk Mane Necrozma),Prism Armor,,,7
800,//cdn2.bulbagarden.net/upload/e/ef/800DWMS8.png,Necrozma (Dawn Wings Necrozma),Prism Armor,,,7
800,//cdn2.bulbagarden.net/upload/c/c6/800UMS6.png,Necrozma (Ultra Necrozma),Neuroforce,,,7
801,//cdn2.bulbagarden.net/upload/c/c0/801MS8.png,Magearna,Soul-Heart,,,7
802,//cdn2.bulbagarden.net/upload/d/d2/802MS8.png,Marshadow,Technician,,,7
803,//cdn2.bulbagarden.net/upload/4/49/803MS8.png,Poipole,Beast Boost,,,7
804,//cdn2.bulbagarden.net/upload/6/67/804MS8.png,Naganadel,Beast Boost,,,7
805,//cdn2.bulbagarden.net/upload/a/ac/805MS8.png,Stakataka,Beast Boost,,,7
806,//cdn2.bulbagarden.net/upload/0/07/806MS8.png,Blacephalon,Beast Boost,,,7
807,//cdn2.bulbagarden.net/upload/0/05/807MS8.png,Zeraora,Volt Absorb,,,7
808,//cdn2.bulbagarden.net/upload/2/2f/808MS8.png,Meltan,Magnet Pull,,,7
809,//cdn2.bulbagarden.net/upload/9/97/809MS8.png,Melmetal,Iron Fist,,,7
Dex Number,Sprite URL,Pokemon,Ability 1,Ability 2,Hidden,Introduced
810,//cdn2.bulbagarden.net/upload/e/ec/810MS8.png,Grookey,Overgrow,,Grassy Surge,8
811,//cdn2.bulbagarden.net/upload/6/69/811MS8.png,Thwackey,Overgrow,,Grassy Surge,8
812,//cdn2.bulbagarden.net/upload/e/e8/812MS8.png,Rillaboom,Overgrow,,Grassy Surge,8
813,//cdn2.bulbagarden.net/upload/d/df/813MS8.png,Scorbunny,Blaze,,Libero,8
814,//cdn2.bulbagarden.net/upload/5/5f/814MS8.png,Raboot,Blaze,,Libero,8
815,//cdn2.bulbagarden.net/upload/b/bb/815MS8.png,Cinderace,Blaze,,Libero,8
816,//cdn2.bulbagarden.net/upload/c/ce/816MS8.png,Sobble,Torrent,,Sniper,8
817,//cdn2.bulbagarden.net/upload/7/7a/817MS8.png,Drizzile,Torrent,,Sniper,8
818,//cdn2.bulbagarden.net/upload/4/48/818MS8.png,Inteleon,Torrent,,Sniper,8
819,//cdn2.bulbagarden.net/upload/5/5d/819MS8.png,Skwovet,Cheek Pouch,,Gluttony,8
820,//cdn2.bulbagarden.net/upload/9/9c/820MS8.png,Greedent,Cheek Pouch,,Gluttony,8
821,//cdn2.bulbagarden.net/upload/f/f8/821MS8.png,Rookidee,Keen Eye,Unnerve,Big Pecks,8
822,//cdn2.bulbagarden.net/upload/8/85/822MS8.png,Corvisquire,Keen Eye,Unnerve,Big Pecks,8
823,//cdn2.bulbagarden.net/upload/e/eb/823MS8.png,Corviknight,Pressure,Unnerve,Mirror Armor,8
824,//cdn2.bulbagarden.net/upload/1/15/824MS8.png,Blipbug,Swarm,Compound Eyes,Telepathy,8
825,//cdn2.bulbagarden.net/upload/1/1e/825MS8.png,Dottler,Swarm,Compound Eyes,Telepathy,8
826,//cdn2.bulbagarden.net/upload/6/69/826MS8.png,Orbeetle,Swarm,Frisk,Telepathy,8
827,//cdn2.bulbagarden.net/upload/5/50/827MS8.png,Nickit,Run Away,Unburden,Stakeout,8
828,//cdn2.bulbagarden.net/upload/9/9d/828MS8.png,Thievul,Run Away,Unburden,Stakeout,8
829,//cdn2.bulbagarden.net/upload/4/48/829MS8.png,Gossifleur,Cotton Down,Regenerator,Effect Spore,8
830,//cdn2.bulbagarden.net/upload/9/95/830MS8.png,Eldegoss,Cotton Down,Regenerator,Effect Spore,8
831,//cdn2.bulbagarden.net/upload/1/15/831MS8.png,Wooloo,Fluffy,Run Away,Bulletproof,8
832,//cdn2.bulbagarden.net/upload/f/fb/832MS8.png,Dubwool,Fluffy,Steadfast,Bulletproof,8
833,//cdn2.bulbagarden.net/upload/f/fc/833MS8.png,Chewtle,Strong Jaw,Shell Armor,Swift Swim,8
834,//cdn2.bulbagarden.net/upload/4/41/834MS8.png,Drednaw,Strong Jaw,Shell Armor,Swift Swim,8
835,//cdn2.bulbagarden.net/upload/b/ba/835MS8.png,Yamper,Ball Fetch,,Rattled,8
836,//cdn2.bulbagarden.net/upload/9/9d/836MS8.png,Boltund,Strong Jaw,,Competitive,8
837,//cdn2.bulbagarden.net/upload/2/2a/837MS8.png,Rolycoly,Steam Engine,Heatproof,Flash Fire,8
838,//cdn2.bulbagarden.net/upload/6/6c/838MS8.png,Carkol,Steam Engine,Flame Body,Flash Fire,8
839,//cdn2.bulbagarden.net/upload/6/6b/839MS8.png,Coalossal,Steam Engine,Flame Body,Flash Fire,8
840,//cdn2.bulbagarden.net/upload/9/97/840MS8.png,Applin,Ripen,Gluttony,Bulletproof,8
841,//cdn2.bulbagarden.net/upload/8/8e/841MS8.png,Flapple,Ripen,Gluttony,Hustle,8
