Move Name,Gen,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
baneful_bunker,7,"In addition to protecting the user from attacks, this move also poisons any attacker that makes direct contact.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
spirit_shackle,7,The user attacks while simultaneously stitching the target's shadow to the ground to prevent the target from escaping.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
darkest_lariat,7,The user swings both arms and hits the target. The target's stat changes don't affect this attack's damage.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
sparkling_aria,7,"The user bursts into song, emitting many bubbles. Any Pokemon suffering from a burn will be healed by the touch of these bubbles.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
ice_hammer,7,"The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
floral_healing,7,The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
high_horsepower,7,The user fiercely attacks the target using its entire body.,,,,,,,,,,,,,,,,,,,,,,,
strength_sap,7,The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.,,,,,,,,,,,,,,,,,,,,,,,
solar_blade,7,"In this two-turn attack, the user gathers light and fills a blade with the light's energy, attacking the target on the next turn.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
leafage,7,The user attacks by pelting the target with leaves.,,,,,,,,,,,,,,,,,,,,,,,
spotlight,7,The user shines a spotlight on the target so that only the target will be attacked during the turn.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
toxic_thread,7,The user shoots poisonous threads to poison the target and lower the target's Speed stat.,,,,,,,,,,,,,,,,,,,,,,,
laser_focus,7,The user concentrates intensely. The attack on the next turn always results in a critical hit.,,,,,,,,,,,,,,,,,,,,,,,
gear_up,7,The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokemon with the Plus or Minus Ability.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
throat_chop,7,"The user attacks the target's throat, and the resultant suffering prevents the target from using moves that emit sound for two turns.",,,,,,,,,,,,,,,,,,,,,,,
pollen_puff,7,"The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
anchor_shot,7,The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
psychic_terrain,7,This protects Pokemon on the ground from priority moves and powers up Psychic-type moves for five turns.,,,,,,,,,,,,,,,,,,,,,,,
lunge,7,"The user makes a lunge at the target, attacking with full force. This also lowers the target's Attack stat.",,,,,,,,,,,,,,,,,,,,,,,
fire_lash,7,The user strikes the target with a burning lash. This also lowers the target's Defense stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
power_trip,7,"The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
burn_up,7,"To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type.",,,,,,,,,,,,,,,,,,,,,,,
speed_swap,7,The user exchanges Speed stats with the target.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
smart_strike,7,The user stabs the target with a sharp horn. This attack never misses.,,,,,,,,,,,,,,,,,,,,,,,
purify,7,"The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
revelation_dance,7,The user attacks the target by dancing very hard. The user's type determines the type of this move.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
core_enforcer,7,"If the Pokemon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target's Ability.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
trop_kick,7,The user lands an intense kick of tropical origins on the target. This also lowers the target's Attack stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
instruct,7,The user instructs the target to use the target's last move again.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
beak_blast,7,"The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokemon while it's heating up its beak results in a burn.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
clanging_scales,7,The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokemon. The user's Defense stat goes down after the attack.,The user rubs the scales on its entire body and makes a huge noise to attack opposing Pokemon. The user's Defense stat goes down after the attack.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,
dragon_hammer,7,The user uses its body like a hammer to attack the target and inflict damage.,,,,,,,,,,,,,,,,,,,,,,,
brutal_swing,7,The user swings its body around violently to inflict damage on everything in its vicinity.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
aurora_veil,7,This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.,,,,,,,,,,,,,,,,,,,,,,,
sinister_arrow_raid,7,"The user, Decidueye, creates countless arrows using its Z-Power and shoots the target with full force.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
malicious_moonsault,7,"The user, Incineroar, strengthens its body using its Z-Power and crashes into the target with full force.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
oceanic_operetta,7,"The user, Primarina, summons a massive amount of water using its Z-Power and attacks the target with full force.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
guardian_of_alola,7,"The user, the Land Spirit Pokemon, obtains Alola's energy using its Z-Power and attacks the target with full force. This reduces the target's HP greatly.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
soul_stealing_7_star_strike,7,"After obtaining Z-Power, the user, Marshadow, punches and kicks the target consecutively with full force.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
stoked_sparksurfer,7,"After obtaining Z-Power, the user, Alolan Raichu, attacks the target with full force. This move leaves the target with paralysis.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
pulverizing_pancake,7,"Z-Power brings out the true capabilities of the user, Snorlax. The Pokemon moves its enormous body energetically and attacks the target with full force.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
extreme_evoboost,7,"After obtaining Z-Power, the user, Eevee, gets energy from its evolved friends and boosts its stats sharply.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
genesis_supernova,7,"After obtaining Z-Power, the user, Mew, attacks the target with full force. The terrain will be charged with psychic energy.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
shell_trap,7,"The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on the opposing Pokemon.","The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on opposing Pokemon.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,
fleur_cannon,7,The user unleashes a strong beam. The attack's recoil harshly lowers the user's Sp. Atk stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
psychic_fangs,7,The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
stomping_tantrum,7,"Driven by frustration, the user attacks the target. If the user's previous move has failed, the power of this move doubles.",,,,,,,,,,,,,,,,,,,,,,,
shadow_bone,7,The user attacks by beating the target with a bone that contains a spirit. This may also lower the target's Defense stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
accelerock,7,The user smashes into the target at high speed. This move always goes first.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
liquidation,7,The user slams into the target using a full-force blast of water. This may also lower the target's Defense stat.,,,,,,,,,,,,,,,,,,,,,,,
prismatic_laser,7,The user shoots powerful lasers using the power of a prism. The user can't move on the next turn.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
spectral_thief,7,"The user hides in the target's shadow, steals the target's stat boosts, and then attacks.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
sunsteel_strike,7,The user slams into the target with the force of a meteor. This move can be used on the target regardless of its Abilities.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
moongeist_beam,7,The user emits a sinister ray to attack the target. This move can be used on the target regardless of its Abilities.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
tearful_look,7,The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats.,,,,,,,,,,,,,,,,,,,,,,,
zing_zap,7,"A strong electric blast crashes down on the target, giving it an electric shock. This may also make the target flinch.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
natures_madness,7,The user hits the target with the force of nature. It halves the target's HP.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
multi_attack,7,"Cloaking itself in high energy, the user slams into the target. The memory held determines the move's type.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
10000000_volt_thunderbolt,7,"The user, Pikachu wearing a cap, powers up a jolt of electricity using its Z-Power and unleashes it. Critical hits land more easily.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
mind_blown,8,The user attacks everything around it by causing its own head to explode. This also damages the user.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
plasma_fists,8,The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
photon_geyser,8,The user attacks a target with a pillar of light. This move inflicts Attack or Sp. Atk damage—whichever stat is higher for the user.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
light_that_burns_the_sky,8,"This attack inflicts Attack or Sp. Atk damage—whichever stat is higher for the user, Necrozma. This move ignores the target's Ability.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
searing_sunraze_smash,8,"After obtaining Z-Power, the user, Solgaleo, attacks the target with full force. This move can ignore the effect of the target's Ability.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
menacing_moonraze_maelstrom,8,"After obtaining Z-Power, the user, Lunala, attacks the target with full force. This move can ignore the effect of the target's Ability.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
lets_snuggle_forever,8,"After obtaining Z-Power, the user, Mimikyu, punches the target with full force.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
splintered_stormshards,8,"After obtaining Z-Power, the user, Lycanroc, attacks the target with full force. This move negates the effect on the battlefield.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
clangorous_soulblaze,8,"After obtaining Z-Power, the user, Kommo-o, attacks the opposing Pokemon with full force. This move boosts the user's stats.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
zippy_zap,8,The user attacks the target with bursts of electricity at high speed. This move always goes first and results in a critical hit.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
splishy_splash,8,The user charges a huge wave with electricity and hits the opposing Pokemon with the wave. This may also leave the opposing Pokemon with paralysis.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
floaty_fall,8,"The user floats in the air, and then dives at a steep angle to attack the target. This may also make the target flinch.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
pika_papow,8,"The more Pikachu loves its Trainer, the greater the move's power. It never misses.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
bouncy_bubble,8,The user attacks by shooting water bubbles at the target. It then absorbs water and restores its HP by half the damage taken by the target.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
buzzy_buzz,8,The user shoots a jolt of electricity to attack the target. This also leaves the target with paralysis.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
sizzly_slide,8,The user cloaks itself in fire and charges at the target. This also leaves the target with a burn.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
glitzy_glow,8,The user bombards the target with telekinetic force. A wondrous wall of light is put up to weaken the power of the opposing Pokemon's special moves.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
baddy_bad,8,The user acts bad and attacks the target. A wondrous wall of light is put up to weaken the power of the opposing Pokemon's physical moves.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
sappy_seed,8,The user grows a gigantic stalk that scatters seeds to attack the target. The seeds drain the target's HP every turn.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
freezy_frost,8,The user attacks with a crystal made of cold frozen haze. It eliminates every stat change among all the Pokemon engaged in battle.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
sparkly_swirl,8,The user attacks the target by wrapping it with a whirlwind of an overpowering scent. This also heals all status conditions of the user's party.,"This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
veevee_volley,8,"The more Eevee loves its Trainer, the greater the move's power. It never misses.","This move can't be used. It's recommended that this move is forgotten. Once forgotten, this move can't be remembered.",,,,,,,,,,,,,,,,,,,,,,
double_iron_bash,8,"The user rotates, centering the hex nut in its chest, and then strikes with its arms twice in a row. This may also make the target flinch.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
max_guard,8,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession.,,,,,,,,,,,,,,,,,,,,,,,
dynamax_cannon,8,The user unleashes a strong beam from its core. This move deals twice the damage if the target is Dynamaxed.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
snipe_shot,8,"The user ignores the effects of opposing Pokemon's moves and Abilities that draw in moves, allowing this move to hit the chosen target.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
jaw_lock,8,This move prevents the user and the target from switching out until either of them faints. The effect goes away if either of the Pokemon leaves the field.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
stuff_cheeks,8,"The user eats its held Berry, then sharply raises its Defense stat.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
no_retreat,8,This move raises all the user's stats but prevents the user from switching out or fleeing.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
tar_shot,8,"The user pours sticky tar over the target, lowering the target's Speed stat. The target becomes weaker to Fire-type moves.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
magic_powder,8,The user scatters a cloud of magic powder that changes the target to Psychic type.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
dragon_darts,8,"The user attacks twice using Dreepy. If there are two targets, this move hits each target once.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
teatime,8,The user has teatime with all the Pokemon in the battle. Each Pokemon eats its held Berry.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
octolock,8,The user locks the target in and prevents it from fleeing. This move also lowers the target's Defense and Sp. Def every turn.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
bolt_beak,8,"The user stabs the target with its electrified beak. If the user attacks before the target, the power of this move is doubled.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
fishious_rend,8,"The user rends the target with its hard gills. If the user attacks before the target, the power of this move is doubled.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
court_change,8,"With its mysterious power, the user swaps the effects on either side of the field.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
max_flare,8,This is a Fire-type attack Dynamax Pokemon use. The user intensifies the sun for five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_flutterby,8,This is a Bug-type attack Dynamax Pokemon use. This lowers the target's Sp. Atk stat.,,,,,,,,,,,,,,,,,,,,,,,
max_lightning,8,This is an Electric-type attack Dynamax Pokemon use. The user turns the ground into Electric Terrain for five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_strike,8,This is a Normal-type attack Dynamax Pokemon use. This lowers the target's Speed stat.,,,,,,,,,,,,,,,,,,,,,,,
max_knuckle,8,This is a Fighting-type attack Dynamax Pokemon use. This raises ally Pokemon's Attack stats.,,,,,,,,,,,,,,,,,,,,,,,
max_phantasm,8,This is a Ghost-type attack Dynamax Pokemon use. This lowers the target's Defense stat.,,,,,,,,,,,,,,,,,,,,,,,
max_hailstorm,8,This is an Ice-type attack Dynamax Pokemon use. The user summons a hailstorm lasting five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_ooze,8,This is a Poison-type attack Dynamax Pokemon use. This raises ally Pokemon's Sp. Atk stats.,,,,,,,,,,,,,,,,,,,,,,,
max_geyser,8,This is a Water-type attack Dynamax Pokemon use. The user summons a heavy rain that falls for five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_airstream,8,This is a Flying-type attack Dynamax Pokemon use. This raises ally Pokemon's Speed stats.,,,,,,,,,,,,,,,,,,,,,,,
max_starfall,8,This is a Fairy-type attack Dynamax Pokemon use. The user turns the ground into Misty Terrain for five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_wyrmwind,8,This is a Dragon-type attack Dynamax Pokemon use. This lowers the target's Attack stat.,,,,,,,,,,,,,,,,,,,,,,,
max_mindstorm,8,This is a Psychic-type attack Dynamax Pokemon use. The user turns the ground into Psychic Terrain for five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_rockfall,8,This is a Rock-type attack Dynamax Pokemon use. The user summons a sandstorm lasting five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_quake,8,This is a Ground-type attack Dynamax Pokemon use. This raises ally Pokemon's Sp. Def stats.,,,,,,,,,,,,,,,,,,,,,,,
max_darkness,8,This is a Dark-type attack Dynamax Pokemon use. This lowers the target's Sp. Def stat.,,,,,,,,,,,,,,,,,,,,,,,
max_overgrowth,8,This is a Grass-type attack Dynamax Pokemon use. The user turns the ground into Grassy Terrain for five turns.,,,,,,,,,,,,,,,,,,,,,,,
max_steelspike,8,This is a Steel-type attack Dynamax Pokemon use. This raises ally Pokemon's Defense stats.,,,,,,,,,,,,,,,,,,,,,,,
clangorous_soul,8,The user raises all its stats by using some of its HP.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
body_press,8,"The user attacks by slamming its body into the target. The higher the user's Defense, the more damage it can inflict on the target.",,,,,,,,,,,,,,,,,,,,,,,
decorate,8,The user sharply raises the target's Attack and Sp. Atk stats by decorating the target.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
drum_beating,8,"The user plays its drum, controlling the drum's roots to attack the target. This also lowers the target's Speed stat.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
snap_trap,8,The user snares the target in a snap trap for four to five turns.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
pyro_ball,8,The user attacks by igniting a small stone and launching it as a fiery ball at the target. This may also leave the target with a burn.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
behemoth_blade,8,The user becomes a gigantic sword and cuts the target. This move deals twice the damage if the target is Dynamaxed.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
behemoth_bash,8,The user becomes a gigantic shield and slams into the target. This move deals twice the damage if the target is Dynamaxed.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
aura_wheel,8,Morpeko attacks and raises its Speed with the energy stored in its cheeks. This move's type changes depending on the user's form.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
breaking_swipe,8,The user swings its tough tail wildly and attacks opposing Pokemon. This also lowers their Attack stats.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
branch_poke,8,The user attacks the target by poking it with a sharply pointed branch.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
overdrive,8,"The user attacks opposing Pokemon by twanging a guitar or bass guitar, causing a huge echo and strong vibration.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
apple_acid,8,The user attacks the target with an acidic liquid created from tart apples. This also lowers the target's Sp. Def stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
grav_apple,8,The user inflicts damage by dropping an apple from high above. This also lowers the target's Defense stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
spirit_break,8,The user attacks the target with so much force that it could break the target's spirit. This also lowers the target's Sp. Atk stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
strange_steam,8,The user attacks the target by emitting steam. This may also confuse the target.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
life_dew,8,The user scatters mysterious water around and restores the HP of itself and its ally Pokemon in the battle.,,,,,,,,,,,,,,,,,,,,,,,
obstruct,8,This move enables the user to protect itself from all attacks. Its chance of failing rises if it is used in succession. Direct contact harshly lowers the attacker's Defense stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
false_surrender,8,"The user pretends to bow its head, but then it stabs the target with its disheveled hair. This attack never misses.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
meteor_assault,8,"The user attacks wildly with its thick leek. The user can't move on the next turn, because the force of this move makes it stagger.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
eternabeam,8,This is Eternatus's most powerful attack in its original form. The user can't move on the next turn.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
steel_beam,8,The user fires a beam of steel that it collected from its entire body. This also damages the user.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
expanding_force,8,The user attacks the target with its psychic power. This move's power goes up and damages all opposing Pokemon on Psychic Terrain.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
steel_roller,8,The user attacks while destroying the terrain. This move fails when the ground hasn't turned into a terrain.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
scale_shot,8,The user attacks by shooting scales two to five times in a row. This move boosts the user's Speed stat but lowers its Defense stat.,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
meteor_beam,8,"In this two-turn attack, the user gathers space power and boosts its Sp. Atk stat, then attacks the target on the next turn.","This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,,,,,,,,,,,,,,,,,,,,,
